song,condition,triplet_id,rank,objective_score,original_mix_names,mix_ids,mean_ratings,rating_bins,rating_spread,minimum_acoustic_distance,mean_acoustic_distance,acoustic_score,rating_score,coverage_bonus,qc_penalty,qc_statuses,qc_flags,rating_counts,overlap_count,overlap_original_mix_names,selection_notes
I'd Like To Know,Wide Ratings,I'dLikeToKnow_WideRatings_00006,1,0.899525037993,PXL-S3|PXL-S5|PXL-S1,mix_65f41f41d3ab|mix_82d60d7c7fc5|mix_9ffcd672af17,0.387104|0.418306|0.521846,low|low|high,0.134741948699,2.63942489308,2.93241464762,1,0.497625189963,0,0,clear|clear|clear,false|false|false,30|30|30,3,PXL-S1|PXL-S3|PXL-S5,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00003,2,0.974821928364,DU-Q|DU-R|DU-U,mix_221967d4097c|mix_42350ee2e7ab|mix_768a004d1c8d,0.586993|0.273390|0.613360,medium|low|high,0.339970813257,2.34064704292,2.88068899504,0.965960356763,0.860268214769,0.03,0,clear|clear|clear,false|false|false,53|53|53,2,DU-Q|DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00004,3,0.912901202533,DU-Q|DU-R|DU-T,mix_221967d4097c|mix_42350ee2e7ab|mix_c09620e345d0,0.586993|0.273390|0.375984,medium|low|low,0.313603040919,2.3650747116,2.65029360557,0.943359739788,0.791067053511,0,0,clear|clear|clear,false|false|false,53|53|53,2,DU-Q|DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00002,4,0.861474000834,DU-Q|DU-R|DU-P,mix_221967d4097c|mix_42350ee2e7ab|mix_59ac406eef54,0.586993|0.273390|0.581710,medium|low|low,0.313603040919,2.21366611875,2.68009284822,0.879075737665,0.791067053511,0,0,clear|clear|clear,false|false|false,53|53|53,2,DU-Q|DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00005,5,0.742848275864,DU-Q|DU-R|DU-S,mix_221967d4097c|mix_42350ee2e7ab|mix_c512d63997c6,0.586993|0.273390|0.666602,medium|low|high,0.393212924146,1.7031166118,2.63518845439,0.641060344831,1,0.03,0,clear|clear|clear,false|false|false,53|53|53,2,DU-Q|DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00019,6,0.719500600234,DU-R|DU-O|DU-S,mix_42350ee2e7ab|mix_48521615c4db|mix_c512d63997c6,0.273390|0.593892|0.666602,low|high|high,0.393212924146,1.70092473276,2.69887931918,0.649375750293,1,0,0,clear|clear|clear,false|false|false,53|53|53,2,DU-O|DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00018,7,0.697421673113,DU-R|DU-O|DU-T,mix_42350ee2e7ab|mix_48521615c4db|mix_c09620e345d0,0.273390|0.593892|0.375984,low|high|low,0.320502326666,1.80081476423,2.52662844759,0.669483603311,0.80917395232,0,0,clear|clear|clear,false|false|false,53|53|53,2,DU-O|DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00008,8,0.633310390617,DU-Q|DU-O|DU-T,mix_221967d4097c|mix_48521615c4db|mix_c09620e345d0,0.586993|0.593892|0.375984,medium|high|low,0.217907888082,1.80081476423,2.18231206754,0.6191582478,0.539918961886,0.03,0,clear|clear|clear,false|false|false,53|53|53,2,DU-O|DU-Q,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00025,9,0.607477117662,DU-R|DU-T|DU-S,mix_42350ee2e7ab|mix_c09620e345d0|mix_c512d63997c6,0.273390|0.375984|0.666602,low|low|high,0.393212924146,1.5188586309,2.30553264536,0.509346397077,1,0,0,clear|clear|clear,false|false|false,53|53|53,1,DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
New Skin,Wide Ratings,NewSkin_WideRatings_00024,10,0.555595510267,DU-R|DU-U|DU-S,mix_42350ee2e7ab|mix_768a004d1c8d|mix_c512d63997c6,0.273390|0.613360|0.666602,low|high|high,0.393212924146,1.32024314514,2.47786542913,0.444494387834,1,0,0,clear|clear|clear,false|false|false,53|53|53,1,DU-R,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00075,1,1.01135202403,McG-L|McG-pro2|McG-N,mix_5df0d210127a|mix_6cbe1fdaeb7b|mix_76cfb2bccc8d,0.593973|0.342488|0.448046,high|low|medium,0.25148484687,2.4395702751,3.13429079063,0.993905514569,0.931138061865,0.03,0,clear|clear|clear,false|false|false,38|38|38,3,McG-L|McG-N|McG-pro2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00069,2,0.862953081982,McG-I|McG-pro2|McG-N,mix_58fa089225bc|mix_6cbe1fdaeb7b|mix_76cfb2bccc8d,0.609230|0.342488|0.448046,high|low|medium,0.26674144093,1.91431000624,3.11384038353,0.793240322756,0.991804118886,0.03,0,clear|clear|clear,false|false|false,38|38|38,2,McG-N|McG-pro2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00078,3,0.844513950401,McG-L|McG-N|McG-J,mix_5df0d210127a|mix_76cfb2bccc8d|mix_7df159240700,0.593973|0.448046|0.444591,high|medium|low,0.149382079517,2.20724856622,2.98319571054,0.886857842534,0.525138381869,0.03,0,clear|clear|clear,false|false|false,38|38|38,2,McG-L|McG-N,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00062,4,0.783456070277,McG-P|McG-N|McG-J,mix_331b5d620be9|mix_76cfb2bccc8d|mix_7df159240700,0.611291|0.448046|0.444591,high|medium|low,0.166699813484,1.95766554485,2.98753587489,0.793320007845,0.594000320004,0.03,0,clear|clear|clear,false|false|false,38|38|38,1,McG-N,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00079,5,0.775662201943,McG-L|McG-N|McG-O,mix_5df0d210127a|mix_76cfb2bccc8d|mix_f959e52ab387,0.593973|0.448046|0.384585,high|medium|low,0.209387908013,1.85658305579,2.87829376005,0.741141622044,0.763744521535,0.03,0,clear|clear|clear,false|false|false,38|38|38,2,McG-L|McG-N,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00059,6,0.762580957399,McG-P|McG-pro2|McG-N,mix_331b5d620be9|mix_6cbe1fdaeb7b|mix_76cfb2bccc8d,0.611291|0.342488|0.448046,high|low|medium,0.268802580837,1.63124264702,2.95238275274,0.665726196748,1,0.03,0,clear|clear|clear,false|false|false,38|38|38,2,McG-N|McG-pro2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00023,7,0.743618481192,McG-K|McG-pro2|McG-N,mix_176dff701046|mix_6cbe1fdaeb7b|mix_76cfb2bccc8d,0.580746|0.342488|0.448046,medium|low|medium,0.238257540125,1.73561106632,2.989755608,0.709887794524,0.878541227863,0,0,clear|clear|clear,false|false|false,38|38|38,2,McG-N|McG-pro2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00072,8,0.727729841702,McG-I|McG-N|McG-J,mix_58fa089225bc|mix_76cfb2bccc8d|mix_7df159240700,0.609230|0.448046|0.444591,high|medium|low,0.164638673577,1.77609259527,2.99411340275,0.725711192405,0.58580443889,0.03,0,clear|clear|clear,false|false|false,38|38|38,1,McG-N,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00063,9,0.643045813776,McG-P|McG-N|McG-O,mix_331b5d620be9|mix_76cfb2bccc8d|mix_f959e52ab387,0.611291|0.448046|0.384585,high|medium|low,0.22670564198,1.39399991878,2.81163388585,0.558155652302,0.83260645967,0.03,0,clear|clear|clear,false|false|false,38|38|38,1,McG-N,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
No Prize,Wide Ratings,NoPrize_WideRatings_00073,10,0.632580606613,McG-I|McG-N|McG-O,mix_58fa089225bc|mix_76cfb2bccc8d|mix_f959e52ab387,0.609230|0.448046|0.384585,high|medium|low,0.224644502073,1.34715033136,2.86311920109,0.547123113627,0.824410578555,0.03,0,clear|clear|clear,false|false|false,38|38|38,1,McG-N,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00022,1,0.943969479848,DU-P2|DU-O2|PXL-L3,mix_394fbfb78a5d|mix_94dea4d9516e|mix_de21d14989c8,0.599075|0.428550|0.354413,high|low|low,0.244662107764,1.99900673721,2.91841421949,1,0.719847399241,0,0,clear|clear|clear,false|false|false,13|13|29,3,DU-O2|DU-P2|PXL-L3,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00025,2,0.90542333182,DU-P2|PXL-L5|PXL-L3,mix_394fbfb78a5d|mix_bd4d7c6e0ea0|mix_de21d14989c8,0.599075|0.287740|0.354413,high|low|low,0.311334439369,1.85795508441,2.83964256387,0.898279765649,0.933997596502,0,0,clear|clear|clear,false|false|false,13|29|29,2,DU-P2|PXL-L3,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00018,3,0.757882094917,DU-P2|PXL-L2|PXL-L5,mix_394fbfb78a5d|mix_66c12fb63344|mix_bd4d7c6e0ea0,0.599075|0.619624|0.287740,high|high|low,0.331883260659,1.61354792799,2.54391211314,0.697352618646,1,0,0,clear|clear|clear,false|false|false,13|29|29,1,DU-P2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00024,4,0.735862864394,DU-P2|PXL-L4|PXL-L3,mix_394fbfb78a5d|mix_9b6f253d1335|mix_de21d14989c8,0.599075|0.601972|0.354413,high|high|low,0.24755886828,1.63354531699,2.72138832304,0.737540646454,0.729151736153,0,0,clear|clear|clear,false|false|false,13|29|29,2,DU-P2|PXL-L3,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00005,5,0.643600616616,PXL-L1|DU-P2|PXL-L3,mix_0ae655011992|mix_394fbfb78a5d|mix_de21d14989c8,0.537280|0.599075|0.354413,medium|high|low,0.244662107764,1.43406533194,2.56709392443,0.58703892096,0.719847399241,0.03,0,clear|clear|clear,false|false|false,29|13|29,2,DU-P2|PXL-L3,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00023,6,0.64259854831,DU-P2|PXL-L4|PXL-L5,mix_394fbfb78a5d|mix_9b6f253d1335|mix_bd4d7c6e0ea0,0.599075|0.601972|0.287740,high|high|low,0.314231199885,1.38224656035,2.6527409644,0.567422702034,0.943301933414,0,0,clear|clear|clear,false|false|false,13|29|29,1,DU-P2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00004,7,0.623782557843,PXL-L1|DU-P2|PXL-L5,mix_0ae655011992|mix_394fbfb78a5d|mix_bd4d7c6e0ea0,0.537280|0.599075|0.287740,medium|high|low,0.311334439369,1.31654334555,2.54303882255,0.508728798178,0.933997596502,0.03,0,clear|clear|clear,false|false|false,29|13|29,1,DU-P2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00016,8,0.619923881714,DU-P2|PXL-L2|DU-O2,mix_394fbfb78a5d|mix_66c12fb63344|mix_94dea4d9516e,0.599075|0.619624|0.428550,high|high|low,0.19107399518,1.51985612085,2.54443594878,0.637973989116,0.547723452104,0,0,clear|clear|clear,false|false|false,13|29|13,2,DU-O2|DU-P2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00019,9,0.605161579201,DU-P2|PXL-L2|PXL-L3,mix_394fbfb78a5d|mix_66c12fb63344|mix_de21d14989c8,0.599075|0.619624|0.354413,high|high|low,0.265210929054,1.41680402686,2.46321191919,0.559989523317,0.785849802739,0,0,clear|clear|clear,false|false|false,13|29|29,2,DU-P2|PXL-L3,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Vermont,Wide Ratings,Vermont_WideRatings_00021,10,0.598940825757,DU-P2|DU-O2|PXL-L5,mix_394fbfb78a5d|mix_94dea4d9516e|mix_bd4d7c6e0ea0,0.599075|0.428550|0.287740,high|low|low,0.311334439369,1.28913839192,2.6969103313,0.515176633071,0.933997596502,0,0,clear|clear|clear,false|false|false,13|13|29,2,DU-O2|DU-P2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
