trial_id,presentation_label,phase3_stimulus_id,phase6b_stimulus_id,phase3_mix_id,phase6b_mix_id,phase3_observed_rating,phase6b_human_rating,stimulus_match,mix_match,rating_match,aligned
P003__trial_03,E,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,73.0,73,True,True,True,True
P003__trial_04,A,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,72.0,72,True,True,True,True
P003__trial_04,B,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,34.0,34,True,True,True,True
P003__trial_04,C,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,76.0,76,True,True,True,True
P003__trial_04,D,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,91.0,91,True,True,True,True
P003__trial_04,E,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,24.0,24,True,True,True,True
P003__trial_05,A,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,14.0,14,True,True,True,True
P003__trial_05,B,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,46.0,46,True,True,True,True
P003__trial_05,C,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,61.0,61,True,True,True,True
P003__trial_05,D,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,87.0,87,True,True,True,True
P003__trial_05,E,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,78.0,78,True,True,True,True
P003__trial_06,A,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,16.0,16,True,True,True,True
P003__trial_06,B,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,86.0,86,True,True,True,True
P003__trial_06,C,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,31.0,31,True,True,True,True
P003__trial_06,D,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,41.0,41,True,True,True,True
P003__trial_06,E,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,55.0,55,True,True,True,True
P004__trial_01,A,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,88.0,88,True,True,True,True
P004__trial_01,B,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,9.0,9,True,True,True,True
P004__trial_01,C,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,15.0,15,True,True,True,True
P004__trial_01,D,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,0.0,0,True,True,True,True
P004__trial_01,E,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,60.0,60,True,True,True,True
P004__trial_02,A,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,49.0,49,True,True,True,True
P004__trial_02,B,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,0.0,0,True,True,True,True
P004__trial_02,C,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,0.0,0,True,True,True,True
P004__trial_02,D,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,0.0,0,True,True,True,True
P004__trial_02,E,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,75.0,75,True,True,True,True
P004__trial_03,A,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,64.0,64,True,True,True,True
P004__trial_03,B,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,6.0,6,True,True,True,True
P004__trial_03,C,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,82.0,82,True,True,True,True
P004__trial_03,D,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,47.0,47,True,True,True,True
P004__trial_03,E,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,13.0,13,True,True,True,True
P004__trial_04,A,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,19.0,19,True,True,True,True
P004__trial_04,B,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,0.0,0,True,True,True,True
P004__trial_04,C,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,0.0,0,True,True,True,True
P004__trial_04,D,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,82.0,82,True,True,True,True
P004__trial_04,E,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,44.0,44,True,True,True,True
P004__trial_05,A,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,59.0,59,True,True,True,True
P004__trial_05,B,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,0.0,0,True,True,True,True
P004__trial_05,C,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,15.0,15,True,True,True,True
P004__trial_05,D,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,90.0,90,True,True,True,True
P004__trial_05,E,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,27.0,27,True,True,True,True
P004__trial_06,A,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,4.0,4,True,True,True,True
P004__trial_06,B,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,64.0,64,True,True,True,True
P004__trial_06,C,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,3.0,3,True,True,True,True
P004__trial_06,D,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,35.0,35,True,True,True,True
P004__trial_06,E,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,92.0,92,True,True,True,True
P005__trial_01,A,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,83.0,83,True,True,True,True
P005__trial_01,B,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,52.0,52,True,True,True,True
P005__trial_01,C,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,80.0,80,True,True,True,True
P005__trial_01,D,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,55.0,55,True,True,True,True
P005__trial_01,E,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,62.0,62,True,True,True,True
P005__trial_02,A,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,46.0,46,True,True,True,True
P005__trial_02,B,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,41.0,41,True,True,True,True
P005__trial_02,C,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,52.0,52,True,True,True,True
P005__trial_02,D,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,31.0,31,True,True,True,True
P005__trial_02,E,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,53.0,53,True,True,True,True
P005__trial_03,A,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,32.0,32,True,True,True,True
P005__trial_03,B,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,41.0,41,True,True,True,True
P005__trial_03,C,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,48.0,48,True,True,True,True
P005__trial_03,D,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,83.0,83,True,True,True,True
P005__trial_03,E,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,78.0,78,True,True,True,True
P005__trial_04,A,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,82.0,82,True,True,True,True
P005__trial_04,B,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,76.0,76,True,True,True,True
P005__trial_04,C,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,62.0,62,True,True,True,True
P005__trial_04,D,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,35.0,35,True,True,True,True
P005__trial_04,E,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,85.0,85,True,True,True,True
P005__trial_05,A,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,56.0,56,True,True,True,True
P005__trial_05,B,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,49.0,49,True,True,True,True
P005__trial_05,C,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,42.0,42,True,True,True,True
P005__trial_05,D,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,37.0,37,True,True,True,True
P005__trial_05,E,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,84.0,84,True,True,True,True
P005__trial_06,A,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,36.0,36,True,True,True,True
P005__trial_06,B,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,47.0,47,True,True,True,True
P005__trial_06,C,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,71.0,71,True,True,True,True
P005__trial_06,D,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,59.0,59,True,True,True,True
P005__trial_06,E,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,83.0,83,True,True,True,True
P006__trial_01,A,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,99.0,99,True,True,True,True
P006__trial_01,B,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,51.0,51,True,True,True,True
P006__trial_01,C,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,75.0,75,True,True,True,True
P006__trial_01,D,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,25.0,25,True,True,True,True
P006__trial_01,E,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,40.0,40,True,True,True,True
P006__trial_02,A,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,86.0,86,True,True,True,True
P006__trial_02,B,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,60.0,60,True,True,True,True
P006__trial_02,C,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,96.0,96,True,True,True,True
P006__trial_02,D,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,51.0,51,True,True,True,True
P006__trial_02,E,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,75.0,75,True,True,True,True
P006__trial_03,A,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,39.0,39,True,True,True,True
P006__trial_03,B,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,100.0,100,True,True,True,True
P006__trial_03,C,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,88.0,88,True,True,True,True
P006__trial_03,D,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,32.0,32,True,True,True,True
P006__trial_03,E,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,76.0,76,True,True,True,True
P006__trial_04,A,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,93.0,93,True,True,True,True
P006__trial_04,B,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,48.0,48,True,True,True,True
P006__trial_04,C,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,38.0,38,True,True,True,True
P006__trial_04,D,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,80.0,80,True,True,True,True
P006__trial_04,E,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,62.0,62,True,True,True,True
P006__trial_05,A,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,26.0,26,True,True,True,True
P006__trial_05,B,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,19.0,19,True,True,True,True
P006__trial_05,C,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,86.0,86,True,True,True,True
P006__trial_05,D,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,33.0,33,True,True,True,True
P006__trial_05,E,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,41.0,41,True,True,True,True
P006__trial_06,A,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,33.0,33,True,True,True,True
P006__trial_06,B,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,60.0,60,True,True,True,True
P006__trial_06,C,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,26.0,26,True,True,True,True
P006__trial_06,D,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,16.0,16,True,True,True,True
P006__trial_06,E,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,54.0,54,True,True,True,True
P007__trial_01,A,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,77.0,77,True,True,True,True
P007__trial_01,B,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,0.0,0,True,True,True,True
P007__trial_01,C,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,100.0,100,True,True,True,True
P007__trial_01,D,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,48.0,48,True,True,True,True
