evaluation_id,song,original_mix_name,mix_id,participant_id,evaluator_institution_code,mixer_identity_fields,self_rating_identifiable,self_rating_flag,evidence,exclusion_feasible,notes
evaluation_96c3049e003a,Red To Blue,McG-A,mix_e2654ec905ad,participant_mcg_mcg_pro2,McG,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_ad164938557a,Red To Blue,McG-A,mix_e2654ec905ad,participant_mcg_mcg_pro1,McG,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_95ea86092609,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_21,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_35b15e63ebb9,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_20,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_20e4007559b1,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_5,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_fd94c420494f,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_8,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_2772fb5fe2bc,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_10,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_2745c8ea58d3,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_3,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_3cca58b0551e,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_18,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_039ba747e78b,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_6,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_7586b0948df6,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_13,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_7ded69142584,Red To Blue,McG-A,mix_e2654ec905ad,participant_qm_qm_2,QM,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_0adb5c62f619,Red To Blue,McG-A,mix_e2654ec905ad,participant_smc_smc_25,SMC,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_07a4ae803b55,Red To Blue,McG-A,mix_e2654ec905ad,participant_smc_smc_1,SMC,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_c5f13d5078b0,Red To Blue,McG-A,mix_e2654ec905ad,participant_smc_smc_13,SMC,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_201bb14670ae,Red To Blue,McG-A,mix_e2654ec905ad,participant_smc_smc_0,SMC,mixer_id=McG-A; legacy_mix_code=McG-A; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_de085d0652a1,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_l,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_521cbc99740f,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_p,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_a90c1110a84f,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_k,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_c7ebb4c29763,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_o,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_598fd0db0636,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_subc,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_8c324c318575,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_n,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_e7cad433c3ca,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_suba,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_677e0503eb1f,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_j,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_0af2729a52f0,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_m,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_9fc65f6ade13,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_i,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_15ae7918855c,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_pro2,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_3ebf84cc9c91,Red To Blue,McG-B,mix_7ac13e0b6376,participant_mcg_mcg_pro1,McG,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_c1a5cb02346a,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_21,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_d29756c4e52e,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_20,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_08a46b75362a,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_5,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_82c808f9d37d,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_8,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_ba0a68ee8a43,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_10,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_d9bd882220a3,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_3,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_9bb08d9dca49,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_18,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_f8357839afbe,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_6,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_d1c6711ed873,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_13,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_eeeff69b2258,Red To Blue,McG-B,mix_7ac13e0b6376,participant_qm_qm_2,QM,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_6bec0eeeecfe,Red To Blue,McG-B,mix_7ac13e0b6376,participant_smc_smc_25,SMC,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_92a1d5210155,Red To Blue,McG-B,mix_7ac13e0b6376,participant_smc_smc_1,SMC,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_32bb43dee04a,Red To Blue,McG-B,mix_7ac13e0b6376,participant_smc_smc_13,SMC,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_8489614156a7,Red To Blue,McG-B,mix_7ac13e0b6376,participant_smc_smc_0,SMC,mixer_id=McG-B; legacy_mix_code=McG-B; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_ddc2a2b92062,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_l,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_c82f6236a6da,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_p,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_8f8ef23e91a2,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_k,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_33231af96a4e,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_o,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_aca6930ff3e2,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_subc,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_e47fdcdc3459,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_n,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_cf42f05ad6f2,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_suba,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_9764eb76b2d5,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_j,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_b15ae3fa7ce2,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_m,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_91514202a83a,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_i,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_781085f5a75e,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_pro2,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_8b9fd6032832,Red To Blue,McG-C,mix_5143d2ee3859,participant_mcg_mcg_pro1,McG,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_1b21e867cbca,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_21,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_fa4c9aa78a03,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_20,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_986156850e6b,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_5,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_4ebb17b7fd84,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_8,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_1811f97440bd,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_10,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_03460fc4f3e4,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_3,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_4ca6c45e6c23,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_18,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_affde830d64c,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_6,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_92c1716eb809,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_13,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_1375130d7f3a,Red To Blue,McG-C,mix_5143d2ee3859,participant_qm_qm_2,QM,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_deaf0aa1550e,Red To Blue,McG-C,mix_5143d2ee3859,participant_smc_smc_25,SMC,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_e81fbea48bc7,Red To Blue,McG-C,mix_5143d2ee3859,participant_smc_smc_1,SMC,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_5fe98d5a0b05,Red To Blue,McG-C,mix_5143d2ee3859,participant_smc_smc_13,SMC,mixer_id=McG-C; legacy_mix_code=McG-C; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
